PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling,status,functional_group,lifespan_annual,lifespan_biennialOrShortLived,lifespan_perennial,raunkiaer_phanerophyte,raunkiaer_chamaephyte,raunkiaer_hemicryptophyte,raunkiaer_geophyte,raunkiaer_hydrophyte,raunkiaer_therophyte,lifeform_tree,lifeform_shrub,lifeform_semishrub,lifeform_herbPoli,lifeform_herbMono,lifeform_epiphyte,lifeform_lianaWoody,lifeform_lianaHerb,Disturbance.Severity,Disturbance.Frequency,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance,Neophyte,Endangered,phen_sum,Annuals,ShortLived,Perennials,Neophytes,Endangereds
BC15,SE,July,H,Achillea millefolium,Achillea millefolium (aggr.),20,9.333333333333334,186.66666666666669,0,0,0,186.66666666666669,0,0,0,reduced,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,186.66666666666669,0,0
BC15,SE,July,H,Agrostis capillaris,Agrostis capillaris,8,9.666666666666666,77.33333333333333,0,0,0,38.666666666666664,38.666666666666664,0,0,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,2,0,0,77.33333333333333,0,0
BC15,SE,July,H,Arenaria serpyllifolia,Arenaria serpyllifolia,7,4,28,0,0,0,14,14,0,0,reduced,1,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,2,28,0,0,0,0
BC15,SE,July,H,Bellis perennis,Bellis perennis,1,2.6666666666666665,2.6666666666666665,0,0,0,2.6666666666666665,0,0,0,reduced,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,2.6666666666666665,0,0
BC15,SE,July,H,Carex hirta,Carex hirta,0.3,7.333333333333333,2.1999999999999997,0,0,0,0,0,0,2.1999999999999997,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.52271,1.29975,0.85594,0.32101,0.24412,0,0,1,0,0,2.1999999999999997,0,0
BC15,SE,July,H,Crepis capillaris,Crepis capillaris,0.1,1.6666666666666667,0.16666666666666669,0.16666666666666669,0,0,0,0,0,0,reduced,1,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.52833,1.63653,0.96127,0.27844,0.39266,0,0,1,0.16666666666666669,0.16666666666666669,0,0,0
BC15,SE,July,H,Festuca arundinacea,Schedonorus arundinaceus,0.1,13,1.3,0,0,0,0,0,0,1.3,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51429,1.326,0.80501,0.31306,0.25528,0,0,1,0,0,1.3,0,0
BC15,SE,July,H,Festuca rubra,Festuca rubra,10,13,130,0,0,0,130,0,0,0,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,130,0,0
BC15,SE,July,H,Geranium molle,Geranium molle,0.3,2.3333333333333335,0.7000000000000001,0,0,0,0,0,0,0.7000000000000001,reduced,1,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,0.7000000000000001,0,0,0,0
BC15,SE,July,H,Hypochaeris radicata,Hypochaeris radicata,0.01,2,0.02,0.02,0,0,0,0,0,0,reduced,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,0.02,0,0
BC15,SE,July,H,Luzula campestris,Luzula campestris,2,5,10,0,0,0,0,0,0,10,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,10,0,0
BC15,SE,July,H,Plantago lanceolata,Plantago lanceolata,20,18.666666666666668,373.33333333333337,0,0,0,186.66666666666669,186.66666666666669,0,0,reduced,1,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,2,0,0,373.33333333333337,0,0
BC15,SE,July,H,Poa pratensis,Poa pratensis,0.1,10,1,0,0,0,0,0,0,1,reduced,1,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,1,0,0
BC15,SE,July,H,Trifolium dubium,Trifolium dubium,1,4,4,0,0,0,4,0,0,0,reduced,1,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,4,0,0,0,0
BC15,SE,July,H,Trifolium pratensis,Trifolium pratense,20,13,260,0,0,0,260,0,0,0,reduced,1,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,260,0,0
BC15,SE,July,H,Trifolium repens,Trifolium repens,3,4,12,0,0,0,0,0,0,12,reduced,1,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,12,0,0
BC15,SE,July,H,Veronica arvensis,Veronica arvensis,1,1,1,1,0,0,0,0,0,0,reduced,1,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,1,0,0,0,0
BC15,NW,September,H,Achillea millefolium,Achillea millefolium (aggr.),2,4.666666666666667,9.333333333333334,0,0,0,0,0,0,9.333333333333334,reduced,2,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,9.333333333333334,0,0
BC15,NW,September,H,Agrostis capillaris,Agrostis capillaris,6,12.666666666666666,76,0,0,0,0,0,0,76,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,76,0,0
BC15,NW,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,1,2,2,0,0,0,0,0,0,2,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,2,0,0,0,0
BC15,NW,September,H,Carex hirta,Carex hirta,0.5,7.333333333333333,3.6666666666666665,0,0,0,0,0,0,3.6666666666666665,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.52271,1.29975,0.85594,0.32101,0.24412,0,0,1,0,0,3.6666666666666665,0,0
BC15,NW,September,H,Festuca arundinacea,Schedonorus arundinaceus,1,10.333333333333334,10.333333333333334,0,0,0,0,0,0,10.333333333333334,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51429,1.326,0.80501,0.31306,0.25528,0,0,1,0,0,10.333333333333334,0,0
BC15,NW,September,H,Festuca rubra,Festuca rubra,10,5.5,55,0,0,0,0,0,0,55,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,55,0,0
BC15,NW,September,H,Geranium molle,Geranium molle,0.5,2.3333333333333335,1.1666666666666667,0,0,0,0,0,0,1.1666666666666667,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,1.1666666666666667,0,0,0,0
BC15,NW,September,H,Luzula campestris,Luzula campestris,0.5,7,3.5,0,0,0,0,0,0,3.5,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,3.5,0,0
BC15,NW,September,H,Plantago lanceolata,Plantago lanceolata,35,5,175,0,0,0,87.5,87.5,0,0,reduced,2,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,2,0,0,175,0,0
BC15,NW,September,H,Poa pratensis,Poa pratensis,0.5,7.75,3.875,0,0,0,0,0,0,3.875,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,3.875,0,0
BC15,NW,September,H,Rumex acetosa,Rumex acetosa,0.5,7.333333333333333,3.6666666666666665,0,0,0,0,0,0,3.6666666666666665,reduced,2,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,3.6666666666666665,0,0
BC15,NW,September,H,Trifolium dubium,Trifolium dubium,2,2.3333333333333335,4.666666666666667,0,0,0,0,0,0,4.666666666666667,reduced,2,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,4.666666666666667,0,0,0,0
BC15,NW,September,H,Trifolium pratensis,Trifolium pratense,5,6.333333333333333,31.666666666666664,0,0,0,15.833333333333332,15.833333333333332,0,0,reduced,2,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,2,0,0,31.666666666666664,0,0
BC15,NW,September,H,Vicia lathyroides,Vicia lathyroides,0.5,3,1.5,0,0,0,0,0,0,1.5,reduced,2,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,1.5,0,0,0,0
BC15,SE,September,H,Achillea millefolium,Achillea millefolium (aggr.),10,4.666666666666667,46.66666666666667,0,0,0,0,0,0,46.66666666666667,reduced,2,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,46.66666666666667,0,0
BC15,SE,September,H,Agrostis capillaris,Agrostis capillaris,4,12.666666666666666,50.666666666666664,0,0,0,0,0,0,50.666666666666664,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,50.666666666666664,0,0
BC15,SE,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,10,2,20,0,0,0,0,0,0,20,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,20,0,0,0,0
BC15,SE,September,H,Bellis perennis,Bellis perennis,4,3,12,0,0,0,12,0,0,0,reduced,2,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,12,0,0
BC15,SE,September,H,Carex hirta,Carex hirta,5,7.333333333333333,36.666666666666664,0,0,0,0,0,0,36.666666666666664,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.52271,1.29975,0.85594,0.32101,0.24412,0,0,1,0,0,36.666666666666664,0,0
BC15,SE,September,H,Cerastium,Cerastium,0.1,1,0.1,0,0,0,0,0,0,0.1,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.1,0,0,0,0
BC15,SE,September,H,Crepis capillaris,Crepis capillaris,1,1.5,1.5,0,0,0,0,0,0,1.5,reduced,2,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.52833,1.63653,0.96127,0.27844,0.39266,0,0,1,1.5,1.5,0,0,0
BC15,SE,September,H,Festuca arundinacea,Schedonorus arundinaceus,0.1,10.333333333333334,1.0333333333333334,0,0,0,0,0,0,1.0333333333333334,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51429,1.326,0.80501,0.31306,0.25528,0,0,1,0,0,1.0333333333333334,0,0
BC15,SE,September,H,Festuca rubra,Festuca rubra,15,5.5,82.5,0,0,0,0,0,0,82.5,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,82.5,0,0
BC15,SE,September,H,Geranium molle,Geranium molle,1,2.3333333333333335,2.3333333333333335,0,0,0,0,0,0,2.3333333333333335,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,2.3333333333333335,0,0,0,0
BC15,SE,September,H,Luzula campestris,Luzula campestris,1,7,7,0,0,0,0,0,0,7,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,7,0,0
BC15,SE,September,H,Plantago lanceolata,Plantago lanceolata,25,5,125,0,0,0,62.5,62.5,0,0,reduced,2,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,2,0,0,125,0,0
BC15,SE,September,H,Poa pratensis,Poa pratensis,1,7.75,7.75,0,0,0,0,0,0,7.75,reduced,2,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,7.75,0,0
BC15,SE,September,H,Trifolium dubium,Trifolium dubium,5,2.3333333333333335,11.666666666666668,0,0,0,0,0,0,11.666666666666668,reduced,2,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,11.666666666666668,0,0,0,0
BC15,SE,September,H,Trifolium pratensis,Trifolium pratense,8,6.333333333333333,50.666666666666664,0,0,0,25.333333333333332,25.333333333333332,0,0,reduced,2,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,2,0,0,50.666666666666664,0,0
BC15,SE,September,H,Trifolium repens,Trifolium repens,5,2.6666666666666665,13.333333333333332,0,0,0,0,0,0,13.333333333333332,reduced,2,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,13.333333333333332,0,0
BC15,SE,September,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,0,0,0,0,0,0,0.1,reduced,2,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.64871,1.70759,0.56937,0.21649,0.54803,0,0,1,0.1,0,0,0,0
BC15,SE,September,H,Vicia lathyroides,Vicia lathyroides,0.1,3,0.30000000000000004,0,0,0,0,0,0,0.30000000000000004,reduced,2,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,0.30000000000000004,0,0,0,0
BC16,NW,March,H,Achillea millefolium,Achillea millefolium (aggr.),2,4.333333333333333,8.666666666666666,0,0,0,0,0,0,8.666666666666666,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,8.666666666666666,0,0
BC16,NW,March,H,Agrostis capillaris,Agrostis capillaris,20,7.666666666666667,153.33333333333334,0,0,0,0,0,0,153.33333333333334,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,153.33333333333334,0,0
BC16,NW,March,H,Bellis perennis,Bellis perennis,0.5,1.6666666666666667,0.8333333333333334,0,0,0,0.8333333333333334,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,0.8333333333333334,0,0
BC16,NW,March,H,Bromus mollis,Bromus hordeaceus,1,7.666666666666667,7.666666666666667,0,0,0,0,0,0,7.666666666666667,regular,0,NotEndangered,graminoid,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.55139,1.75426,0.95232000000000006,0.27891,0.39876,0,0,1,7.666666666666667,0,0,0,0
BC16,NW,March,H,Cardamine hirsuta,Cardamine hirsuta,0.01,1.6666666666666667,0.01666666666666666,0,0,0,0.01666666666666666,0,0,0,regular,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.59769,0.64594,0.28825,0.22901,0.32316,1,0,1,0.01666666666666666,0.01666666666666666,0,0.01666666666666666,0
BC16,NW,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.01,1,0.01,0.01,0,0,0,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.01,0,0,0,0
BC16,NW,March,H,Corydalis solida,Corydalis solida,3,5.666666666666667,17,0,0,0,17,0,0,0,regular,0,Neophyte,other_forb,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.69047,0.0565,0.01369,0.18361,0.1045,1,0,1,0,0,17,17,0
BC16,NW,March,H,Erigeron annuus,Erigeron annuus,0.01,1,0.01,0,0,0,0,0,0,0.01,regular,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.61922,0.99032,0.67723,0.17933,0.31274,1,0,1,0.01,0.01,0,0.01,0
BC16,NW,March,H,Festuca rubra,Festuca rubra,15,7.666666666666667,115,0,0,0,0,0,0,115,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,115,0,0
BC16,NW,March,H,Geranium molle,Geranium molle,1,2.3333333333333335,2.3333333333333335,0,0,0,0,0,0,2.3333333333333335,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,2.3333333333333335,0,0,0,0
BC16,NW,March,H,Hypochaeris radicata,Hypochaeris radicata,0.1,2,0.2,0,0,0,0,0,0,0.2,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,0.2,0,0
BC16,NW,March,H,Leontodon,Leontodon,0.5,3,1.5,0,0,0,0,0,0,1.5,regular,0,NA,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1.5,NA,NA
BC16,NW,March,H,Luzula campestris,Luzula campestris,1,4.333333333333333,4.333333333333333,0,0,0,0,0,0,4.333333333333333,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.47716,1.05317,0.58717,0.25244,0.26899,0,0,1,0,0,4.333333333333333,0,0
BC16,NW,March,H,Poa pratensis,Poa pratensis,0.5,5.5,2.75,0,0,0,0,0,0,2.75,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,2.75,0,0
BC16,NW,March,H,Rumex acetosa,Rumex acetosa,1,3,3,0,0,0,0,0,0,3,regular,0,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,3,0,0
BC16,NW,March,H,Trifolium dubium,Trifolium dubium,0.01,2,0.02,0,0,0,0,0,0,0.02,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.50969,1.97957,1.1694,0.28385,0.36995,0,0,1,0.02,0,0,0,0
BC16,NW,March,H,Trifolium pratensis,Trifolium pratense,0.1,3.5,0.35000000000000003,0,0,0,0,0,0,0.35000000000000003,regular,0,NotEndangered,legume,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51602,1.37487,0.89491,0.26179,0.32262,0,0,1,0,0,0.35000000000000003,0,0
BC16,NW,March,H,Trifolium repens,Trifolium repens,1,4.333333333333333,4.333333333333333,0,0,0,0,0,0,4.333333333333333,regular,0,NotEndangered,legume,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.53223,1.73719,0.94278,0.39374,0.35054,0,0,1,0,0,4.333333333333333,0,0
BC16,NW,March,H,Vicia lathyroides,Vicia lathyroides,0.5,4.333333333333333,2.1666666666666665,0,0,0,0,0,0,2.1666666666666665,regular,0,NotEndangered,legume,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46977,1.10195,0.42632,0.30568,0.32815,0,0,1,2.1666666666666665,0,0,0,0
BC16,SE,March,H,Achillea millefolium,Achillea millefolium (aggr.),5,4.333333333333333,21.666666666666664,0,0,0,0,0,0,21.666666666666664,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.54139,1.31363,0.8112,0.25085,0.32953,0,0,1,0,0,21.666666666666664,0,0
BC16,SE,March,H,Agrostis capillaris,Agrostis capillaris,10,7.666666666666667,76.66666666666667,0,0,0,0,0,0,76.66666666666667,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52099,0.86379,0.57578,0.29897,0.2949,0,0,1,0,0,76.66666666666667,0,0
BC16,SE,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.01,2,0.02,0,0,0,0,0,0,0.02,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.59253,1.48069,0.44486,0.27236,0.42509,0,0,1,0.02,0,0,0,0
BC16,SE,March,H,Bellis perennis,Bellis perennis,0.5,1.6666666666666667,0.8333333333333334,0,0,0,0.8333333333333334,0,0,0,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51276,1.51667,0.98959,0.46997,0.3594,0,0,1,0,0,0.8333333333333334,0,0
BC16,SE,March,H,Bromus mollis,Bromus hordeaceus,3,7.666666666666667,23,0,0,0,0,0,0,23,regular,0,NotEndangered,graminoid,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.55139,1.75426,0.95232000000000006,0.27891,0.39876,0,0,1,23,0,0,0,0
BC16,SE,March,H,Cardamine hirsuta,Cardamine hirsuta,0.01,1.6666666666666667,0.01666666666666666,0,0,0,0.01666666666666666,0,0,0,regular,0,Neophyte,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.59769,0.64594,0.28825,0.22901,0.32316,1,0,1,0.01666666666666666,0.01666666666666666,0,0.01666666666666666,0
BC16,SE,March,H,Cerastium holosteoides,Cerastium fontanum subsp. vulgare,0.01,1,0.01,0,0,0,0,0,0,0.01,regular,0,NotEndangered,other_forb,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52096,1.6913,0.99164,0.33346,0.36216,0,0,1,0,0.01,0.01,0,0
BC16,SE,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.01,1,0.01,0.01,0,0,0,0,0,0,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.46249,1.39189,0.38437,0.30571,0.38883,0,0,1,0.01,0,0,0,0
BC16,SE,March,H,Corydalis solida,Corydalis solida,1,5.666666666666667,5.666666666666667,0,0,0,5.666666666666667,0,0,0,regular,0,Neophyte,other_forb,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.69047,0.0565,0.01369,0.18361,0.1045,1,0,1,0,0,5.666666666666667,5.666666666666667,0
BC16,SE,March,H,Festuca rubra,Festuca rubra,10,7.666666666666667,76.66666666666667,0,0,0,0,0,0,76.66666666666667,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.49144,1.23162,0.61897,0.28728,0.29737,0,0,1,0,0,76.66666666666667,0,0
BC16,SE,March,H,Geranium molle,Geranium molle,0.5,2.3333333333333335,1.1666666666666667,0,0,0,0,0,0,1.1666666666666667,regular,0,NotEndangered,other_forb,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62987,1.27995,0.6275,0.3036,0.42608,0,0,1,1.1666666666666667,0,0,0,0
BC16,SE,March,H,Hypochaeris radicata,Hypochaeris radicata,0.1,2,0.2,0,0,0,0,0,0,0.2,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.48868,1.4426,0.7278,0.33931,0.35628,0,0,1,0,0,0.2,0,0
BC16,SE,March,H,Myosotis ramosissima,Myosotis ramosissima,0.1,1,0.1,0,0,0,0,0,0,0.1,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.506,1.02121,0.34316,0.25824,0.34742,0,0,1,0.1,0.1,0,0,0
BC16,SE,March,H,Narcissus,Narcissus,0.1,22,2.2,0,0,0,0,0,0,2.2,regular,0,Neophyte,other_forb,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,2.2,2.2,0
BC16,SE,March,H,Plantago lanceolata,Plantago lanceolata,1,2.6666666666666665,2.6666666666666665,0,0,0,0,0,0,2.6666666666666665,regular,0,NotEndangered,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52518,1.61045,0.96495,0.27897,0.32911,0,0,1,0,0,2.6666666666666665,0,0
BC16,SE,March,H,Poa pratensis,Poa pratensis,1,5.5,5.5,0,0,0,0,0,0,5.5,regular,0,NotEndangered,graminoid,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.52904,1.11642,0.74801,0.282,0.30199,0,0,1,0,0,5.5,0,0
BC16,SE,March,H,Rumex acetosa,Rumex acetosa,0.5,3,1.5,0,0,0,0,0,0,1.5,regular,0,Warning,other_forb,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51255,1.42792,1.00937,0.22916,0.30884,0,0,1,0,0,1.5,0,0
BC16,SE,March,H,Stellaria media,Stellaria media,0.01,1,0.01,0,0,0,0,0,0,0.01,regular,0,NotEndangered,other_forb,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.70945,0.80583,0.43958,0.26577,0.51423,0,0,1,0.01,0.01,0,0,0
