PlotNo,Subplot,Month,Layer,Taxon,EuroMed,cover,height,Biomass,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,Vegetative,MowFreq,n_mow_events_befre_sampling
BC16,NW,July,H,Agrostis capillaris,Agrostis capillaris,17,17.333333333333332,294.66666666666663,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Bellis perennis,Bellis perennis,4,6.333333333333333,25.333333333333332,0,0,0,1,0,0,0,regular,1
BC16,NW,July,H,Bromus mollis,Bromus hordeaceus,1,14.333333333333334,14.333333333333334,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Carex caryophyllea,Carex caryophyllea,3,13.666666666666666,41,0,0,0,0,1,0,0,regular,1
BC16,NW,July,H,Festuca rubra,Festuca rubra,30,11,330,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Geranium molle,Geranium molle,6,4,24,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Hypochaeris radicata,Hypochaeris radicata,0.01,6.8,0.068,0,0,0,1,0,0,0,regular,1
BC16,NW,July,H,Lolium perenne,Lolium perenne,8,19.666666666666668,157.33333333333334,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Luzula campestris,Luzula campestris,0.1,6,0.6000000000000001,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Poa pratensis,Poa pratensis,2,12,24,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Potentilla argentea,Potentilla argentea,0.01,7,0.07,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Rumex acetosa,Rumex acetosa,6,17,102,0,0,0,1,1,0,0,regular,1
BC16,NW,July,H,Trifolium dubium,Trifolium dubium,0.1,1.3333333333333333,0.13333333333333333,1,0,0,0,0,0,0,regular,1
BC16,NW,July,H,Trifolium pratensis,Trifolium pratense,2,12.333333333333334,24.666666666666668,0,0,0,1,0,0,0,regular,1
BC16,NW,July,H,Trifolium repens,Trifolium repens,0.5,11.666666666666666,5.833333333333333,0,0,0,1,1,0,0,regular,1
BC16,NW,July,H,Trisetum flavescens,Trisetum flavescens,0.3,6.666666666666667,2,0,0,0,0,0,0,1,regular,1
BC16,NW,July,H,Vicia lathyroides,Vicia lathyroides,0.2,5.333333333333333,1.0666666666666667,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Achillea millefolium,Achillea millefolium (aggr.),35,22.333333333333332,781.6666666666666,0,0,0,1,0,0,0,regular,1
BC16,SE,July,H,Agrostis capillaris,Agrostis capillaris,10,17.333333333333332,173.33333333333331,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Arenaria serpyllifolia,Arenaria serpyllifolia,1,7,7,0,0,0,1,1,0,0,regular,1
BC16,SE,July,H,Bellis perennis,Bellis perennis,3,6.333333333333333,19,0,0,0,1,0,0,0,regular,1
BC16,SE,July,H,Bromus mollis,Bromus hordeaceus,20,14.333333333333334,286.6666666666667,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Elymus repens,Elytrigia repens,8,11.333333333333334,90.66666666666667,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Festuca rubra,Festuca rubra,8,11,88,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Geranium molle,Geranium molle,5,4,20,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Oxalis corniculata,Oxalis corniculata,4,11.666666666666666,46.666666666666664,0,0,0,1,0,0,0,regular,1
BC16,SE,July,H,Plantago lanceolata,Plantago lanceolata,7,9.75,68.25,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Poa pratensis,Poa pratensis,2,12,24,0,0,0,0,0,0,1,regular,1
BC16,SE,July,H,Trifolium dubium,Trifolium dubium,0.1,1.3333333333333333,0.13333333333333333,1,0,0,0,0,0,0,regular,1
BC16,SE,July,H,Trifolium pratensis,Trifolium pratense,3,12.333333333333334,37,0,0,0,1,0,0,0,regular,1
BC16,SE,July,H,Trifolium repens,Trifolium repens,9,11.666666666666666,105,0,0,0,1,1,0,0,regular,1
BC16,SE,July,H,Veronica arvensis,Veronica arvensis,0.1,2.3333333333333335,0.23333333333333336,1,0,0,0,0,0,0,regular,1
BC16,NW,September,H,Achillea millefolium,Achillea millefolium (aggr.),20,5.333333333333333,106.66666666666666,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Agrostis capillaris,Agrostis capillaris,15,8.333333333333334,125.00000000000001,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.5,1.6666666666666667,0.8333333333333334,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Bellis perennis,Bellis perennis,5,2,10,0,0,0,1,0,0,0,regular,3
BC16,NW,September,H,Bromus mollis,Bromus hordeaceus,2,10.333333333333334,20.666666666666668,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Cardamine hirsuta,Cardamine hirsuta,0.01,1,0.01,1,0,0,0,0,0,0,regular,3
BC16,NW,September,H,Carex caryophyllea,Carex caryophyllea,2,4,8,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Cerastium semidecandrum,Cerastium semidecandrum,0.01,1.4166666666666665,0.014166666666666666,1,0,0,0,0,0,0,regular,3
BC16,NW,September,H,Crepis capillaris,Crepis capillaris,0.3,3.666666666666667,1.1,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Festuca rubra,Festuca rubra,15,7.333333333333333,110,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Geranium molle,Geranium molle,20,3,60,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Hypochaeris radicata,Hypochaeris radicata,2,3,6,0,0,0,1,0,0,0,regular,3
BC16,NW,September,H,Lamium purpureum,Lamium purpureum,0.01,1.8333333333333335,0.018333333333333337,1,0,0,0,0,0,0,regular,3
BC16,NW,September,H,Lolium perenne,Lolium perenne,1,7,7,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Luzula campestris,Luzula campestris,3,5.333333333333333,16,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Poa pratensis,Poa pratensis,3,9,27,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Rumex acetosa,Rumex acetosa,3,4,12,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Taraxacum,Taraxacum,0,7,0,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Trifolium dubium,Trifolium dubium,3,2.3333333333333335,7,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Trifolium pratensis,Trifolium pratense,3,7.333333333333333,22,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Trifolium repens,Trifolium repens,2,5.333333333333333,10.666666666666666,0,0,0,1,1,0,0,regular,3
BC16,NW,September,H,Trisetum flavescens,Trisetum flavescens,0.3,11.666666666666666,3.4999999999999996,0,0,0,0,0,0,1,regular,3
BC16,NW,September,H,Veronica arvensis,Veronica arvensis,0.01,1.1666666666666665,0.011666666666666665,1,0,0,0,0,0,0,regular,3
BC16,NW,September,H,Vicia lathyroides,Vicia lathyroides,2,3.6666666666666665,7.333333333333333,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Achillea millefolium,Achillea millefolium (aggr.),30,5.333333333333333,160,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Agrostis capillaris,Agrostis capillaris,15,8.333333333333334,125.00000000000001,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Arenaria serpyllifolia,Arenaria serpyllifolia,7,1.6666666666666667,11.666666666666668,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Bellis perennis,Bellis perennis,2,2,4,0,0,0,1,0,0,0,regular,3
BC16,SE,September,H,Bromus mollis,Bromus hordeaceus,20,10.333333333333334,206.66666666666669,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Cerastium semidecandrum,Cerastium semidecandrum,0.5,1.4166666666666665,0.7083333333333333,1,0,0,0,0,0,0,regular,3
BC16,SE,September,H,Crepis capillaris,Crepis capillaris,0.2,3.666666666666667,0.7333333333333334,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Elymus repens,Elytrigia repens,0.5,7,3.5,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Festuca rubra,Festuca rubra,10,7.333333333333333,73.33333333333333,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Geranium molle,Geranium molle,7,3,21,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Hypochaeris radicata,Hypochaeris radicata,0.1,3,0.30000000000000004,0,0,0,1,0,0,0,regular,3
BC16,SE,September,H,Lamium purpureum,Lamium purpureum,0.1,1.8333333333333335,0.18333333333333335,1,0,0,0,0,0,0,regular,3
BC16,SE,September,H,Oxalis corniculata,Oxalis corniculata,2,4,8,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Plantago lanceolata,Plantago lanceolata,7,2.6666666666666665,18.666666666666664,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Poa pratensis,Poa pratensis,1,9,9,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Rumex acetosa,Rumex acetosa,0.5,4,2,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Trifolium dubium,Trifolium dubium,2,2.3333333333333335,4.666666666666667,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Trifolium pratensis,Trifolium pratense,7,7.333333333333333,51.33333333333333,0,0,0,0,0,0,1,regular,3
BC16,SE,September,H,Trifolium repens,Trifolium repens,10,5.333333333333333,53.33333333333333,0,0,0,1,1,0,0,regular,3
BC16,SE,September,H,Veronica arvensis,Veronica arvensis,1,1.1666666666666665,1.1666666666666665,1,0,0,0,0,0,0,regular,3
BC16,SE,September,H,Vicia lathyroides,Vicia lathyroides,0.5,3.6666666666666665,1.8333333333333333,0,0,0,0,0,0,1,regular,3
BC17,N,March,Seedling,Acer,Acer,0.2,5,1,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,March,H,Achillea millefolium,Achillea millefolium (aggr.),2,4.666666666666667,9.333333333333334,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Agrostis capillaris,Agrostis capillaris,15,5.333333333333333,80,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.5,1,0.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Bellis perennis,Bellis perennis,0.5,4,2,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Bromus sterilis,Anisantha sterilis,1,6.666666666666667,6.666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Cerastium glomeratum,Cerastium glomeratum,0.1,2,0.2,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,2,0.2,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Corydalis solida,Corydalis solida,1,9,9,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Crepis capillaris,Crepis capillaris,0.5,1.5,0.75,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Daucus carota,Daucus carota,0.5,4.333333333333333,2.1666666666666665,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Draba verna,Draba verna,0.1,5.666666666666667,0.5666666666666668,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Elymus repens,Elytrigia repens,3,8.666666666666666,26,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Festuca arundinacea,Schedonorus arundinaceus,0.5,13,6.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Festuca rubra,Festuca rubra,5,6.333333333333333,31.666666666666664,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Geranium molle,Geranium molle,0.1,1.3333333333333333,0.13333333333333333,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Helichrysum arenarium,Helichrysum arenarium,0.001,1,0.001,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,March,H,Hypochaeris radicata,Hypochaeris radicata,0.5,1,0.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Knautia arvense,Knautia arvensis,0.5,4,2,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),1,2.6666666666666665,2.6666666666666665,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Luzula campestris,Luzula campestris,5,8.333333333333334,41.66666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Medicago sativa,Medicago sativa,4,22,88,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Plantago lanceolata,Plantago lanceolata,3,1.6666666666666667,5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Plantago media,Plantago media,0.5,2.6666666666666665,1.3333333333333333,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Poa pratensis,Poa pratensis,0.1,6.5,0.65,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Potentilla reptans,Potentilla reptans,1,1.6666666666666667,1.6666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,Seedling,Prunus,Prunus,0.01,3,0.03,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,March,H,Sedum sexangulare,Sedum sexangulare,2,1.6666666666666667,3.3333333333333335,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Taraxacum,Taraxacum,1,2,2,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Trifolium dubium,Trifolium dubium,0.1,1,0.1,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Trifolium pratensis,Trifolium pratense,30,5,150,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Trifolium repens,Trifolium repens,3,2.3333333333333335,7,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,March,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,March,H,Veronica sublobata,Veronica sublobata,0.2,1,0.2,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,March,H,Vicia lathyroides,Vicia lathyroides,0.1,3,0.30000000000000004,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,Seedling,Acer,Acer,0.1,5,0.5,1,0,0,0,0,0,0,reduced_sown,0
BC17,S,March,H,Achillea millefolium,Achillea millefolium (aggr.),5,4.666666666666667,23.333333333333336,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Agrostis capillaris,Agrostis capillaris,3,5.333333333333333,16,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Arenaria serpyllifolia,Arenaria serpyllifolia,1,1,1,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Bellis perennis,Bellis perennis,1,4,4,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,March,H,Bromus sterilis,Anisantha sterilis,3,6.666666666666667,20,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Carduus,Carduus,1,1,1,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Centaurea jacea,Centaurea jacea,2,4.666666666666667,9.333333333333334,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Centaurea scabiosa,Centaurea scabiosa,0.5,3,1.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Cerastium glomeratum,Cerastium glomeratum,0.1,2,0.2,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,2,0.2,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,March,H,Corydalis solida,Corydalis solida,0.1,9,0.9,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,March,H,Dactylis glomerata,Dactylis glomerata,2,5.666666666666667,11.333333333333334,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Daucus carota,Daucus carota,2,4.333333333333333,8.666666666666666,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Draba verna,Draba verna,0.1,5.666666666666667,0.5666666666666668,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,March,H,Echium vulgare,Echium vulgare,0.01,2,0.02,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Festuca pratensis,Schedonorus pratensis,3,38,114,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Festuca rubra,Festuca rubra,10,6.333333333333333,63.33333333333333,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Geranium molle,Geranium molle,2,1.3333333333333333,2.6666666666666665,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Hypochaeris radicata,Hypochaeris radicata,2,1,2,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Leontodon hispidus,Leontodon hispidus,1,4,4,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Knautia arvense,Knautia arvensis,1,4,4,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),2,2.6666666666666665,5.333333333333333,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Luzula campestris,Luzula campestris,5,8.333333333333334,41.66666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,March,H,Plantago lanceolata,Plantago lanceolata,3,1.6666666666666667,5,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Plantago media,Plantago media,1,2.6666666666666665,2.6666666666666665,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Poa pratensis,Poa pratensis,0.5,6.5,3.25,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Potentilla reptans,Potentilla reptans,0.1,1.6666666666666667,0.16666666666666669,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Rumex acetosa,Rumex acetosa,0.5,3,1.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Salvia pratensis,Salvia pratensis,3,3.6666666666666665,11,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Sedum sexangulare,Sedum sexangulare,1,1.6666666666666667,1.6666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Taraxacum,Taraxacum,5,2,10,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Trifolium pratensis,Trifolium pratense,15,5,75,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Trifolium repens,Trifolium repens,2,2.3333333333333335,4.666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,March,H,Veronica arvensis,Veronica arvensis,0.1,1,0.1,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,May,Seedling,Acer,Acer,0.3,5.5,1.65,1,0,0,0,0,0,0,reduced_sown,0
BC17,N,May,H,Achillea millefolium,Achillea millefolium (aggr.),5,20.666666666666668,103.33333333333334,0,0,1,0,0,0,0,reduced_sown,0
BC17,N,May,H,Agrostis capillaris,Agrostis capillaris,20,17,340,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.5,2.3333333333333335,1.1666666666666667,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,May,H,Bellis perennis,Bellis perennis,0.8,4.333333333333333,3.466666666666667,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,May,H,Bromus sterilis,Anisantha sterilis,1,22,22,0,0,0,1,1,0,0,reduced_sown,0
BC17,N,May,H,Centaurea jacea,Centaurea jacea,0.5,13,6.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Cerastium glomeratum,Cerastium glomeratum,1,9,9,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.2,5,1,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,May,H,Daucus carota,Daucus carota,0.1,3,0.30000000000000004,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Elymus repens,Elytrigia repens,0.5,8.5,4.25,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Festuca pratensis,Schedonorus pratensis,1,38,38,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Festuca rubra,Festuca rubra,5,7.666666666666667,38.333333333333336,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Geranium molle,Geranium molle,0.5,4.333333333333333,2.1666666666666665,0,0,0,1,1,0,0,reduced_sown,0
BC17,N,May,H,Hypochaeris radicata,Hypochaeris radicata,0.5,4.666666666666667,2.3333333333333335,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Knautia arvense,Knautia arvensis,0.5,5,2.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Luzula campestris,Luzula campestris,1,7.666666666666667,7.666666666666667,0,0,0,1,1,0,0,reduced_sown,0
BC17,N,May,H,Medicago sativa,Medicago sativa,5,47.666666666666664,238.33333333333331,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Myosotis ramosissima,Myosotis ramosissima,0.2,8,1.6,0,0,0,1,1,0,0,reduced_sown,0
BC17,N,May,H,Plantago lanceolata,Plantago lanceolata,7,8.333333333333334,58.333333333333336,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Plantago media,Plantago media,0.5,7.666666666666667,3.8333333333333335,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Poa pratensis,Poa pratensis,1,15,15,0,0,0,1,1,0,0,reduced_sown,0
BC17,N,May,H,Potentilla reptans,Potentilla reptans,1,3.3333333333333335,3.3333333333333335,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Sedum sexangulare,Sedum sexangulare,3,2.3333333333333335,7,0,0,0,0,0,0,1,reduced_sown,0
BC17,N,May,H,Taraxacum,Taraxacum,0.3,5.5,1.65,0,0,0,0,0,1,0,reduced_sown,0
BC17,N,May,H,Trifolium dubium,Trifolium dubium,0.3,4.666666666666667,1.4000000000000001,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Trifolium pratensis,Trifolium pratense,22,5.666666666666667,124.66666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Trifolium repens,Trifolium repens,0.05,2,0.1,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Trisetum flavescens,Trisetum flavescens,1,37.5,37.5,0,0,0,1,0,0,0,reduced_sown,0
BC17,N,May,H,Veronica arvensis,Veronica arvensis,0.03,3.3333333333333335,0.1,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,May,H,Vicia lathyroides,Vicia lathyroides,0.3,10.666666666666666,3.1999999999999997,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,Seedling,Acer,Acer,2,5.5,11,1,0,0,0,0,0,0,reduced_sown,0
BC17,S,May,H,Achillea millefolium,Achillea millefolium (aggr.),15,20.666666666666668,310,0,0,1,0,0,0,0,reduced_sown,0
BC17,S,May,H,Agrostis capillaris,Agrostis capillaris,3,17,51,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Arenaria serpyllifolia,Arenaria serpyllifolia,0.5,2.3333333333333335,1.1666666666666667,0,0,0,0,1,0,0,reduced_sown,0
BC17,S,May,H,Bellis perennis,Bellis perennis,0.5,4.333333333333333,2.1666666666666665,0,0,0,0,1,0,0,reduced_sown,0
BC17,S,May,H,Bromus sterilis,Anisantha sterilis,7,22,154,0,0,0,1,1,0,0,reduced_sown,0
BC17,S,May,H,Carduus,Carduus,2,14,28,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Centaurea jacea,Centaurea jacea,20,13,260,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Centaurea scabiosa,Centaurea scabiosa,7,16.333333333333332,114.33333333333333,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Cerastium glomeratum,Cerastium glomeratum,0.5,9,4.5,0,0,0,0,1,0,0,reduced_sown,0
BC17,S,May,H,Cerastium semidecandrum,Cerastium semidecandrum,0.1,5,0.5,0,0,0,0,1,0,0,reduced_sown,0
BC17,S,May,H,Dactylis glomerata,Dactylis glomerata,2,32.666666666666664,65.33333333333333,0,0,0,0,1,0,0,reduced_sown,0
BC17,S,May,H,Daucus carota,Daucus carota,0.5,3,1.5,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Festuca rubra,Festuca rubra,15,7.666666666666667,115,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Geranium molle,Geranium molle,3,4.333333333333333,13,0,0,0,1,1,0,0,reduced_sown,0
BC17,S,May,H,Hypochaeris radicata,Hypochaeris radicata,5,4.666666666666667,23.333333333333336,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Leontodon hispidus,Leontodon hispidus,3,26,78,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Knautia arvense,Knautia arvensis,8,5,40,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Leucanthemum vulgare,Leucanthemum vulgare (aggr.),5,38.666666666666664,193.33333333333331,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Lolium perenne,Lolium perenne,1,23.666666666666668,23.666666666666668,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Luzula campestris,Luzula campestris,1,7.666666666666667,7.666666666666667,0,0,0,1,1,0,0,reduced_sown,0
BC17,S,May,H,Medicago lupulina,Medicago lupulina,0.5,9.666666666666666,4.833333333333333,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Myosotis ramosissima,Myosotis ramosissima,0.1,8,0.8,0,0,0,1,1,0,0,reduced_sown,0
BC17,S,May,H,Plantago lanceolata,Plantago lanceolata,10,8.333333333333334,83.33333333333334,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Plantago media,Plantago media,1,7.666666666666667,7.666666666666667,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Poa pratensis,Poa pratensis,2,15,30,0,0,0,1,1,0,0,reduced_sown,0
BC17,S,May,H,Potentilla reptans,Potentilla reptans,0.5,3.3333333333333335,1.6666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Rumex acetosa,Rumex acetosa,2,8.666666666666666,17.333333333333332,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Salvia pratensis,Salvia pratensis,10,36.333333333333336,363.33333333333337,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Sedum sexangulare,Sedum sexangulare,0.5,2.3333333333333335,1.1666666666666667,0,0,0,0,0,0,1,reduced_sown,0
BC17,S,May,H,Taraxacum,Taraxacum,1,5.5,5.5,0,0,0,0,0,1,0,reduced_sown,0
BC17,S,May,H,Trifolium pratensis,Trifolium pratense,12,5.666666666666667,68,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Trifolium repens,Trifolium repens,3,2,6,0,0,0,1,0,0,0,reduced_sown,0
BC17,S,May,H,Veronica arvensis,Veronica arvensis,0.1,3.3333333333333335,0.33333333333333337,0,0,0,0,1,0,0,reduced_sown,0
BC17,N,July,H,Achillea millefolium,Achillea millefolium (aggr.),3,19.333333333333332,58,0,0,0,1,0,0,0,reduced_sown,1
BC17,N,July,H,Agrostis capillaris,Agrostis capillaris,15,10.333333333333334,155,0,0,0,1,0,0,0,reduced_sown,1
BC17,N,July,H,Bellis perennis,Bellis perennis,1,3.3333333333333335,3.3333333333333335,0,0,0,0,0,0,1,reduced_sown,1
BC17,N,July,H,Bromus sterilis,Anisantha sterilis,0.1,6,0.6000000000000001,1,0,0,0,0,0,0,reduced_sown,1
BC17,N,July,H,Centaurea jacea,Centaurea jacea,2,15.333333333333334,30.666666666666668,0,0,0,0,0,0,1,reduced_sown,1
